SL NO.,Date,Year,Month,Month No.,Q-P1,S-P1,Price Per Product1,Q-P2,S-P2,Price Per Product2,Q-P3,S-P3,Price Per Product3,Q-P4,S-P4,Price Per Product4,Total Units Sold,Total Revenue,Quarter,Day Name,Rev/Unit,Top Product,Revenue Category,YoY Growth Flag
135,2010-09-30,2010,Sep,9,4600,14582,3.17,2006,12718.04,6.34,3796,20574.32,5.42,1426,10167.38,7.13,11828,58041.74,Q3,Thursday,4.907147447,Product3,Medium,Growth Year
136,2010-10-01,2010,Oct,10,4430,14043.1,3.17,1942,12312.28,6.34,3211,17403.62,5.42,1751,12484.63,7.13,11334,56243.63,Q4,Friday,4.962381331,Product3,Medium,Growth Year
137,2010-10-02,2010,Oct,10,758,2402.86,3.17,1656,10499.04,6.34,2788,15110.96,5.42,1632,11636.16,7.13,6834,39649.02,Q4,Saturday,5.801729587,Product3,Low,Growth Year
138,2010-10-03,2010,Oct,10,7257,23004.69,3.17,3804,24117.36,6.34,2304,12487.68,5.42,1282,9140.66,7.13,14647,68750.39,Q4,Sunday,4.693820578,Product2,Medium,Growth Year
139,2010-10-04,2010,Oct,10,4152,13161.84,3.17,2432,15418.88,6.34,3931,21306.02,5.42,542,3864.46,7.13,11057,53751.2,Q4,Monday,4.861282446,Product3,Medium,Growth Year
140,2010-10-05,2010,Oct,10,2994,9490.98,3.17,910,5769.4,6.34,283,1533.86,5.42,1897,13525.61,7.13,6084,30319.85,Q4,Tuesday,4.98353879,Product4,Low,Growth Year
141,2010-10-06,2010,Oct,10,3527,11180.59,3.17,2557,16211.38,6.34,3183,17251.86,5.42,441,3144.33,7.13,9708,47788.16,Q4,Wednesday,4.922554594,Product3,Medium,Growth Year
142,2010-10-07,2010,Oct,10,387,1226.79,3.17,3515,22285.1,6.34,3485,18888.7,5.42,545,3885.85,7.13,7932,46286.44,Q4,Thursday,5.835405951,Product2,Medium,Growth Year
143,2010-10-08,2010,Oct,10,5205,16499.85,3.17,3146,19945.64,6.34,2376,12877.92,5.42,1708,12178.04,7.13,12435,61501.45,Q4,Friday,4.945834339,Product2,Medium,Growth Year
144,2010-10-09,2010,Oct,10,854,2707.18,3.17,1533,9719.22,6.34,3331,18054.02,5.42,1363,9718.19,7.13,7081,40198.61,Q4,Saturday,5.676967942,Product3,Medium,Growth Year
145,2010-10-10,2010,Oct,10,7329,23232.93,3.17,406,2574.04,6.34,257,1392.94,5.42,1314,9368.82,7.13,9306,36568.73,Q4,Sunday,3.929586288,Product1,Low,Growth Year
146,2010-10-11,2010,Oct,10,6253,19822.01,3.17,2602,16496.68,6.34,3013,16330.46,5.42,1255,8948.15,7.13,13123,61597.3,Q4,Monday,4.693842871,Product1,Medium,Growth Year
147,2010-10-12,2010,Oct,10,5431,17216.27,3.17,1654,10486.36,6.34,764,4140.88,5.42,1048,7472.24,7.13,8897,39315.75,Q4,Tuesday,4.418989547,Product1,Low,Growth Year
148,2010-10-13,2010,Oct,10,5041,15979.97,3.17,2762,17511.08,6.34,3532,19143.44,5.42,438,3122.94,7.13,11773,55757.43,Q4,Wednesday,4.73604264,Product3,Medium,Growth Year
149,2010-10-14,2010,Oct,10,7259,23011.03,3.17,2642,16750.28,6.34,3644,19750.48,5.42,1464,10438.32,7.13,15009,69950.11,Q4,Thursday,4.66054434,Product1,Medium,Growth Year
150,2010-10-15,2010,Oct,10,3736,11843.12,3.17,3621,22957.14,6.34,5216,28270.72,5.42,724,5162.12,7.13,13297,68233.1,Q4,Friday,5.131465744,Product3,Medium,Growth Year
151,2010-10-16,2010,Oct,10,6013,19061.21,3.17,1389,8806.26,6.34,4931,26726.02,5.42,365,2602.45,7.13,12698,57195.94,Q4,Saturday,4.504326666,Product3,Medium,Growth Year
152,2010-10-17,2010,Oct,10,2772,8787.24,3.17,1663,10543.42,6.34,475,2574.5,5.42,1941,13839.33,7.13,6851,35744.49,Q4,Sunday,5.217412057,Product4,Low,Growth Year
153,2010-10-18,2010,Oct,10,1723,5461.91,3.17,2129,13497.86,6.34,2859,15495.78,5.42,1682,11992.66,7.13,8393,46448.21,Q4,Monday,5.53416061,Product3,Medium,Growth Year
154,2010-10-19,2010,Oct,10,1185,3756.45,3.17,581,3683.54,6.34,2327,12612.34,5.42,1816,12948.08,7.13,5909,33000.41,Q4,Tuesday,5.584770689,Product4,Low,Growth Year
155,2010-10-20,2010,Oct,10,6476,20528.92,3.17,3436,21784.24,6.34,4327,23452.34,5.42,1567,11172.71,7.13,15806,76938.21,Q4,Wednesday,4.867658484,Product3,High,Growth Year
156,2010-10-21,2010,Oct,10,3985,12632.45,3.17,1065,6752.1,6.34,703,3810.26,5.42,1285,9162.05,7.13,7038,32356.86,Q4,Thursday,4.59745098,Product1,Low,Growth Year
157,2010-10-22,2010,Oct,10,573,1816.41,3.17,1265,8020.1,6.34,4389,23788.38,5.42,451,3215.63,7.13,6678,36840.52,Q4,Friday,5.516699611,Product3,Low,Growth Year
158,2010-10-23,2010,Oct,10,5880,18639.6,3.17,1732,10980.88,6.34,3704,20075.68,5.42,1591,11343.83,7.13,12907,61039.99,Q4,Saturday,4.729215929,Product3,Medium,Growth Year
159,2010-10-24,2010,Oct,10,6149,19492.33,3.17,3407,21600.38,6.34,4939,26769.38,5.42,736,5247.68,7.13,15231,73109.77,Q4,Sunday,4.800063686,Product3,High,Growth Year
160,2010-10-25,2010,Oct,10,6080,19273.6,3.17,1441,9135.94,6.34,3773,20449.66,5.42,417,2973.21,7.13,11711,51832.41,Q4,Monday,4.425959354,Product3,Medium,Growth Year
161,2010-10-26,2010,Oct,10,7940,25169.8,3.17,3131,19850.54,6.34,3323,18010.66,5.42,323,2302.99,7.13,14717,65333.99,Q4,Tuesday,4.439355167,Product1,Medium,Growth Year
162,2010-10-27,2010,Oct,10,828,2624.76,3.17,3871,24542.14,6.34,4768,25842.56,5.42,1071,7636.23,7.13,10538,60645.69,Q4,Wednesday,5.754952553,Product3,Medium,Growth Year
163,2010-10-28,2010,Oct,10,5866,18595.22,3.17,1038,6580.92,6.34,2354,12758.68,5.42,624,4449.12,7.13,9882,42383.94,Q4,Thursday,4.28900425,Product1,Medium,Growth Year
164,2010-10-29,2010,Oct,10,4721,14965.57,3.17,1229,7791.86,6.34,4707,25511.94,5.42,739,5269.07,7.13,11396,53538.44,Q4,Friday,4.698002808,Product3,Medium,Growth Year
165,2010-10-30,2010,Oct,10,5506,17454.02,3.17,3452,21885.68,6.34,1307,7083.94,5.42,422,3008.86,7.13,10687,49432.5,Q4,Saturday,4.625479555,Product2,Medium,Growth Year
166,2010-11-01,2010,Nov,11,3975,12600.75,3.17,1068,6771.12,6.34,5004,27121.68,5.42,1564,11151.32,7.13,11611,57644.87,Q4,Monday,4.964677461,Product3,Medium,Growth Year
167,2010-11-02,2010,Nov,11,1498,4748.66,3.17,1525,9668.5,6.34,2722,14753.24,5.42,1276,9097.88,7.13,7021,38268.28,Q4,Tuesday,5.450545506,Product3,Low,Growth Year
168,2010-11-03,2010,Nov,11,6869,21774.73,3.17,3258,20655.72,6.34,4863,26357.46,5.42,337,2402.81,7.13,15327,71190.72,Q4,Wednesday,4.644791544,Product3,High,Growth Year
169,2010-11-04,2010,Nov,11,6130,19432.1,3.17,3208,20338.72,6.34,1974,10699.08,5.42,1085,7736.05,7.13,12397,58205.95,Q4,Thursday,4.695164153,Product2,Medium,Growth Year
170,2010-11-05,2010,Nov,11,7366,23350.22,3.17,3767,23882.78,6.34,3366,18243.72,5.42,355,2531.15,7.13,14854,68007.87,Q4,Friday,4.578421301,Product2,Medium,Growth Year
171,2010-11-06,2010,Nov,11,4671,14807.07,3.17,1956,12401.04,6.34,655,3550.1,5.42,900,6417,7.13,8182,37175.21,Q4,Saturday,4.54353581,Product1,Low,Growth Year
172,2010-11-07,2010,Nov,11,1719,5449.23,3.17,1221,7741.14,6.34,5147,27896.74,5.42,1499,10687.87,7.13,9586,51774.98,Q4,Sunday,5.401103693,Product3,Medium,Growth Year
173,2010-11-08,2010,Nov,11,4330,13726.1,3.17,3818,24206.12,6.34,697,3777.74,5.42,401,2859.13,7.13,9246,44569.09,Q4,Monday,4.820364482,Product2,Medium,Growth Year
174,2010-11-09,2010,Nov,11,2633,8346.61,3.17,652,4133.68,6.34,1869,10129.98,5.42,1682,11992.66,7.13,6836,34602.93,Q4,Tuesday,5.061868051,Product4,Low,Growth Year
175,2010-11-10,2010,Nov,11,1708,5414.36,3.17,3881,24605.54,6.34,2933,15896.86,5.42,576,4106.88,7.13,9098,50023.64,Q4,Wednesday,5.498311717,Product2,Medium,Growth Year
176,2010-11-11,2010,Nov,11,833,2640.61,3.17,352,2231.68,6.34,3143,17035.06,5.42,363,2588.19,7.13,4691,24495.54,Q4,Thursday,5.221816244,Product3,Low,Growth Year
177,2010-11-12,2010,Nov,11,5185,16436.45,3.17,3088,19577.92,6.34,4103,22238.26,5.42,355,2531.15,7.13,12731,60783.78,Q4,Friday,4.774470191,Product3,Medium,Growth Year
178,2010-11-13,2010,Nov,11,4865,15422.05,3.17,3951,25049.34,6.34,5405,29295.1,5.42,975,6951.75,7.13,15196,76718.24,Q4,Saturday,5.048581206,Product3,High,Growth Year
179,2010-11-14,2010,Nov,11,302,957.34,3.17,3568,22621.12,6.34,2467,13371.14,5.42,1238,8826.94,7.13,7575,45776.54,Q4,Sunday,6.043107591,Product2,Medium,Growth Year
180,2010-11-15,2010,Nov,11,7506,23794.02,3.17,3191,20230.94,6.34,438,2373.96,5.42,1481,10559.53,7.13,12616,56958.45,Q4,Monday,4.514778852,Product1,Medium,Growth Year
181,2010-11-16,2010,Nov,11,948,3005.16,3.17,3510,22253.4,6.34,3475,18834.5,5.42,1478,10538.14,7.13,9411,54631.2,Q4,Tuesday,5.805036659,Product2,Medium,Growth Year
182,2010-11-17,2010,Nov,11,2047,6488.99,3.17,2179,13814.86,6.34,2797,15159.74,5.42,1064,7586.32,7.13,8087,43049.91,Q4,Wednesday,5.323347348,Product3,Medium,Growth Year
183,2010-11-18,2010,Nov,11,3100,9827,3.17,2064,13085.76,6.34,1988,10774.96,5.42,712,5076.56,7.13,7864,38764.28,Q4,Thursday,4.929333672,Product2,Low,Growth Year
184,2010-11-19,2010,Nov,11,6094,19317.98,3.17,1287,8159.58,6.34,4889,26498.38,5.42,1795,12798.35,7.13,14065,66774.29,Q4,Friday,4.747549947,Product3,Medium,Growth Year
185,2010-11-20,2010,Nov,11,3837,12163.29,3.17,1440,9129.6,6.34,3623,19636.66,5.42,518,3693.34,7.13,9418,44622.89,Q4,Saturday,4.738043109,Product3,Medium,Growth Year
186,2010-11-21,2010,Nov,11,7427,23543.59,3.17,2519,15970.46,6.34,831,4504.02,5.42,1182,8427.66,7.13,11959,52445.73,Q4,Sunday,4.385461159,Product1,Medium,Growth Year
187,2010-11-22,2010,Nov,11,2324,7367.08,3.17,357,2263.38,6.34,2214,11999.88,5.42,335,2388.55,7.13,5230,24018.89,Q4,Monday,4.592521989,Product3,Low,Growth Year
188,2010-11-23,2010,Nov,11,648,2054.16,3.17,2866,18170.44,6.34,5649,30617.58,5.42,1474,10509.62,7.13,10637,61351.8,Q4,Tuesday,5.767772868,Product3,Medium,Growth Year
189,2010-11-24,2010,Nov,11,2555,8099.35,3.17,3417,21663.78,6.34,3839,20807.38,5.42,1345,9589.85,7.13,11156,60160.36,Q4,Wednesday,5.39264611,Product2,Medium,Growth Year
190,2010-11-25,2010,Nov,11,1969,6241.73,3.17,1090,6910.6,6.34,4935,26747.7,5.42,1615,11514.95,7.13,9609,51414.98,Q4,Thursday,5.350710792,Product3,Medium,Growth Year
191,2010-11-26,2010,Nov,11,398,1261.66,3.17,976,6187.84,6.34,4694,25441.48,5.42,355,2531.15,7.13,6423,35422.13,Q4,Friday,5.514888681,Product3,Low,Growth Year
192,2010-11-27,2010,Nov,11,4036,12794.12,3.17,3114,19742.76,6.34,3744,20292.48,5.42,498,3550.74,7.13,11392,56380.1,Q4,Saturday,4.949095857,Product3,Medium,Growth Year
193,2010-11-28,2010,Nov,11,1804,5718.68,3.17,2575,16325.5,6.34,5852,31717.84,5.42,1478,10538.14,7.13,11709,64300.16,Q4,Sunday,5.491515928,Product3,Medium,Growth Year
194,2010-11-29,2010,Nov,11,6997,22180.49,3.17,3913,24808.42,6.34,5577,30227.34,5.42,1827,13026.51,7.13,18314,90242.76,Q4,Monday,4.927528667,Product3,High,Growth Year
195,2010-11-30,2010,Nov,11,1655,5246.35,3.17,2876,18233.84,6.34,4278,23186.76,5.42,1361,9703.93,7.13,10170,56370.88,Q4,Tuesday,5.54285939,Product3,Medium,Growth Year
196,2010-12-01,2010,Dec,12,1736,5503.12,3.17,911,5775.74,6.34,405,2195.1,5.42,1682,11992.66,7.13,4734,25466.62,Q4,Wednesday,5.379514153,Product4,Low,Growth Year
197,2010-12-02,2010,Dec,12,6374,20205.58,3.17,1409,8933.06,6.34,5807,31473.94,5.42,1056,7529.28,7.13,14646,68141.86,Q4,Thursday,4.652591834,Product3,Medium,Growth Year
198,2010-12-03,2010,Dec,12,969,3071.73,3.17,2566,16268.44,6.34,716,3880.72,5.42,1478,10538.14,7.13,5729,33759.03,Q4,Friday,5.892656659,Product2,Low,Growth Year
199,2010-12-04,2010,Dec,12,3556,11272.52,3.17,3903,24745.02,6.34,5729,31051.18,5.42,637,4541.81,7.13,13825,71610.53,Q4,Saturday,5.179785172,Product3,High,Growth Year
200,2010-12-05,2010,Dec,12,1596,5059.32,3.17,3228,20465.52,6.34,351,1902.42,5.42,1825,13012.25,7.13,7000,40439.51,Q4,Sunday,5.777072857,Product2,Medium,Growth Year
201,2010-12-06,2010,Dec,12,5138,16287.46,3.17,3926,24890.84,6.34,4864,26362.88,5.42,256,1825.28,7.13,14184,69366.46,Q4,Monday,4.890472363,Product3,Medium,Growth Year
202,2010-12-07,2010,Dec,12,6821,21622.57,3.17,2510,15913.4,6.34,3503,18986.26,5.42,597,4256.61,7.13,13431,60778.84,Q4,Tuesday,4.525265431,Product1,Medium,Growth Year
203,2010-12-08,2010,Dec,12,5877,18630.09,3.17,1567,9934.78,6.34,4069,22053.98,5.42,636,4534.68,7.13,12149,55153.53,Q4,Wednesday,4.539758828,Product3,Medium,Growth Year
204,2010-12-09,2010,Dec,12,5135,16277.95,3.17,1774,11247.16,6.34,1870,10135.4,5.42,652,4648.76,7.13,9431,42309.27,Q4,Thursday,4.486191284,Product1,Medium,Growth Year
205,2010-12-10,2010,Dec,12,5244,16623.48,3.17,2991,18962.94,6.34,3217,17436.14,5.42,1910,13618.3,7.13,13362,66640.86,Q4,Friday,4.987341715,Product2,Medium,Growth Year
206,2010-12-11,2010,Dec,12,2610,8273.7,3.17,3664,23229.76,6.34,4707,25511.94,5.42,728,5190.64,7.13,11709,62206.04,Q4,Saturday,5.312668887,Product3,Medium,Growth Year
207,2010-12-12,2010,Dec,12,4116,13047.72,3.17,3549,22500.66,6.34,4374,23707.08,5.42,1179,8406.27,7.13,13218,67661.73,Q4,Sunday,5.118908307,Product3,Medium,Growth Year
208,2010-12-13,2010,Dec,12,5843,18522.31,3.17,2283,14474.22,6.34,4160,22547.2,5.42,1239,8834.07,7.13,13525,64377.8,Q4,Monday,4.759911275,Product3,Medium,Growth Year
209,2010-12-14,2010,Dec,12,5274,16718.58,3.17,978,6200.52,6.34,3655,19810.1,5.42,1788,12748.44,7.13,11695,55477.64,Q4,Tuesday,4.743705857,Product3,Medium,Growth Year
210,2010-12-15,2010,Dec,12,2143,6793.31,3.17,1253,7944.02,6.34,3742,20281.64,5.42,329,2345.77,7.13,7467,37364.74,Q4,Wednesday,5.003982858,Product3,Low,Growth Year
211,2010-12-16,2010,Dec,12,7014,22234.38,3.17,2877,18240.18,6.34,2129,11539.18,5.42,1012,7215.56,7.13,13032,59229.3,Q4,Thursday,4.544912523,Product1,Medium,Growth Year
212,2010-12-17,2010,Dec,12,4408,13973.36,3.17,692,4387.28,6.34,3389,18368.38,5.42,434,3094.42,7.13,8923,39823.44,Q4,Friday,4.463010198,Product3,Low,Growth Year
213,2010-12-18,2010,Dec,12,5578,17682.26,3.17,2699,17111.66,6.34,2917,15810.14,5.42,960,6844.8,7.13,12154,57448.86,Q4,Saturday,4.726745104,Product1,Medium,Growth Year
214,2010-12-19,2010,Dec,12,5930,18798.1,3.17,1998,12667.32,6.34,3351,18162.42,5.42,268,1910.84,7.13,11547,51538.68,Q4,Sunday,4.463382697,Product1,Medium,Growth Year
215,2010-12-20,2010,Dec,12,3619,11472.23,3.17,575,3645.5,6.34,1983,10747.86,5.42,1372,9782.36,7.13,7549,35647.95,Q4,Monday,4.72220824,Product1,Low,Growth Year
216,2010-12-21,2010,Dec,12,575,1822.75,3.17,1261,7994.74,6.34,5039,27311.38,5.42,1056,7529.28,7.13,7931,44658.15,Q4,Tuesday,5.630834699,Product3,Medium,Growth Year
217,2010-12-22,2010,Dec,12,7064,22392.88,3.17,3919,24846.46,6.34,2005,10867.1,5.42,1893,13497.09,7.13,14881,71603.53,Q4,Wednesday,4.811741818,Product2,High,Growth Year
218,2010-12-23,2010,Dec,12,651,2063.67,3.17,3418,21670.12,6.34,5831,31604.02,5.42,1018,7258.34,7.13,10918,62596.15,Q4,Thursday,5.733298223,Product3,Medium,Growth Year
219,2010-12-24,2010,Dec,12,5006,15869.02,3.17,752,4767.68,6.34,4432,24021.44,5.42,706,5033.78,7.13,10896,49691.92,Q4,Friday,4.560565345,Product3,Medium,Growth Year
220,2010-12-25,2010,Dec,12,374,1185.58,3.17,970,6149.8,6.34,511,2769.62,5.42,1005,7165.65,7.13,2860,17270.65,Q4,Saturday,6.038688811,Product4,Low,Growth Year
221,2010-12-26,2010,Dec,12,3398,10771.66,3.17,1524,9662.16,6.34,5864,31782.88,5.42,725,5169.25,7.13,11511,57385.95,Q4,Sunday,4.985314047,Product3,Medium,Growth Year
222,2010-12-27,2010,Dec,12,7935,25153.95,3.17,1473,9338.82,6.34,5052,27381.84,5.42,1955,13939.15,7.13,16415,75813.76,Q4,Monday,4.618565946,Product3,High,Growth Year
223,2010-12-28,2010,Dec,12,2801,8879.17,3.17,1773,11240.82,6.34,2744,14872.48,5.42,1810,12905.3,7.13,9128,47897.77,Q4,Tuesday,5.24734553,Product3,Medium,Growth Year
224,2010-12-29,2010,Dec,12,6443,20424.31,3.17,1773,11240.82,6.34,3781,20493.02,5.42,942,6716.46,7.13,12939,58874.61,Q4,Wednesday,4.550166937,Product3,Medium,Growth Year
225,2010-12-30,2010,Dec,12,6216,19704.72,3.17,3519,22310.46,6.34,5529,29967.18,5.42,1807,12883.91,7.13,17071,84866.27,Q4,Thursday,4.971370746,Product3,High,Growth Year
226,2011-01-01,2011,Jan,1,281,890.77,3.17,3956,25081.04,6.34,4186,22688.12,5.42,1537,10958.81,7.13,9960,59618.74,Q1,Saturday,5.985817269,Product2,Medium,Growth Year
227,2011-01-02,2011,Jan,1,7665,24298.05,3.17,1350,8559,6.34,4266,23121.72,5.42,1789,12755.57,7.13,15070,68734.34,Q1,Sunday,4.561004645,Product1,Medium,Growth Year
228,2011-01-03,2011,Jan,1,937,2970.29,3.17,3758,23825.72,6.34,4311,23365.62,5.42,314,2238.82,7.13,9320,52400.45,Q1,Monday,5.62236588,Product2,Medium,Growth Year
229,2011-01-04,2011,Jan,1,6378,20218.26,3.17,968,6137.12,6.34,4530,24552.6,5.42,995,7094.35,7.13,12871,58002.33,Q1,Tuesday,4.506435397,Product3,Medium,Growth Year
230,2011-01-05,2011,Jan,1,731,2317.27,3.17,2174,13783.16,6.34,5908,32021.36,5.42,1505,10730.65,7.13,10318,58852.44,Q1,Wednesday,5.703861213,Product3,Medium,Growth Year
231,2011-01-06,2011,Jan,1,2032,6441.44,3.17,3556,22545.04,6.34,349,1891.58,5.42,815,5810.95,7.13,6752,36689.01,Q1,Thursday,5.433798874,Product2,Low,Growth Year
232,2011-01-07,2011,Jan,1,1514,4799.38,3.17,3321,21055.14,6.34,5699,30888.58,5.42,1371,9775.23,7.13,11905,66518.33,Q1,Friday,5.587427971,Product3,Medium,Growth Year
233,2011-01-08,2011,Jan,1,410,1299.7,3.17,865,5484.1,6.34,2384,12921.28,5.42,1502,10709.26,7.13,5161,30414.34,Q1,Saturday,5.893109862,Product3,Low,Growth Year
234,2011-01-09,2011,Jan,1,489,1550.13,3.17,3673,23286.82,6.34,3283,17793.86,5.42,522,3721.86,7.13,7967,46352.67,Q1,Sunday,5.818083344,Product2,Medium,Growth Year
235,2011-01-10,2011,Jan,1,1326,4203.42,3.17,2810,17815.4,6.34,4408,23891.36,5.42,1535,10944.55,7.13,10079,56854.73,Q1,Monday,5.640909812,Product3,Medium,Growth Year
236,2011-01-11,2011,Jan,1,2535,8035.95,3.17,3027,19191.18,6.34,4185,22682.7,5.42,1219,8691.47,7.13,10966,58601.3,Q1,Tuesday,5.343908444,Product3,Medium,Growth Year
237,2011-01-12,2011,Jan,1,351,1112.67,3.17,3737,23692.58,6.34,1581,8569.02,5.42,986,7030.18,7.13,6655,40404.45,Q1,Wednesday,6.071292261,Product2,Medium,Growth Year
238,2011-01-13,2011,Jan,1,2480,7861.6,3.17,676,4285.84,6.34,5982,32422.44,5.42,475,3386.75,7.13,9613,47956.63,Q1,Thursday,4.988726724,Product3,Medium,Growth Year
239,2011-01-14,2011,Jan,1,408,1293.36,3.17,2952,18715.68,6.34,3147,17056.74,5.42,1635,11657.55,7.13,8142,48723.33,Q1,Friday,5.984196758,Product2,Medium,Growth Year
240,2011-01-15,2011,Jan,1,2428,7696.76,3.17,1279,8108.86,6.34,4992,27056.64,5.42,452,3222.76,7.13,9151,46085.02,Q1,Saturday,5.036063818,Product3,Medium,Growth Year
241,2011-01-16,2011,Jan,1,1593,5049.81,3.17,2972,18842.48,6.34,409,2216.78,5.42,343,2445.59,7.13,5317,28554.66,Q1,Sunday,5.37044574,Product2,Low,Growth Year
242,2011-01-17,2011,Jan,1,5324,16877.08,3.17,1418,8990.12,6.34,3883,21045.86,5.42,687,4898.31,7.13,11312,51811.37,Q1,Monday,4.580213048,Product3,Medium,Growth Year
243,2011-01-18,2011,Jan,1,2623,8314.91,3.17,586,3715.24,6.34,385,2086.7,5.42,1651,11771.63,7.13,5245,25888.48,Q1,Tuesday,4.935839847,Product4,Low,Growth Year
244,2011-01-19,2011,Jan,1,3082,9769.94,3.17,357,2263.38,6.34,4745,25717.9,5.42,1805,12869.65,7.13,9989,50620.87,Q1,Wednesday,5.067661428,Product3,Medium,Growth Year
245,2011-01-20,2011,Jan,1,562,1781.54,3.17,3519,22310.46,6.34,1232,6677.44,5.42,864,6160.32,7.13,6177,36929.76,Q1,Thursday,5.978591549,Product2,Low,Growth Year
246,2011-01-21,2011,Jan,1,7642,24225.14,3.17,2224,14100.16,6.34,5279,28612.18,5.42,651,4641.63,7.13,15796,71579.11,Q1,Friday,4.531470625,Product3,High,Growth Year
247,2011-01-22,2011,Jan,1,4351,13792.67,3.17,2127,13485.18,6.34,1694,9181.48,5.42,508,3622.04,7.13,8680,40081.37,Q1,Saturday,4.617669355,Product1,Medium,Growth Year
248,2011-01-23,2011,Jan,1,6487,20563.79,3.17,426,2700.84,6.34,3380,18319.6,5.42,1576,11236.88,7.13,11869,52821.11,Q1,Sunday,4.450342068,Product1,Medium,Growth Year
249,2011-01-24,2011,Jan,1,2604,8254.68,3.17,821,5205.14,6.34,586,3176.12,5.42,1567,11172.71,7.13,5578,27808.65,Q1,Monday,4.98541592,Product4,Low,Growth Year
250,2011-01-25,2011,Jan,1,7652,24256.84,3.17,339,2149.26,6.34,1610,8726.2,5.42,377,2688.01,7.13,9978,37820.31,Q1,Tuesday,3.790369814,Product1,Low,Growth Year
251,2011-01-26,2011,Jan,1,295,935.15,3.17,762,4831.08,6.34,2728,14785.76,5.42,477,3401.01,7.13,4262,23953,Q1,Wednesday,5.620131394,Product3,Low,Growth Year
252,2011-01-27,2011,Jan,1,1486,4710.62,3.17,2309,14639.06,6.34,3206,17376.52,5.42,975,6951.75,7.13,7976,43677.95,Q1,Thursday,5.476172267,Product3,Medium,Growth Year
253,2011-01-28,2011,Jan,1,2002,6346.34,3.17,1770,11221.8,6.34,709,3842.78,5.42,1363,9718.19,7.13,5844,31129.11,Q1,Friday,5.326678645,Product2,Low,Growth Year
254,2011-01-29,2011,Jan,1,6688,21200.96,3.17,1529,9693.86,6.34,2796,15154.32,5.42,1808,12891.04,7.13,12821,58940.18,Q1,Saturday,4.597159348,Product1,Medium,Growth Year
255,2011-01-30,2011,Jan,1,5943,18839.31,3.17,2206,13986.04,6.34,5708,30937.36,5.42,1427,10174.51,7.13,15284,73937.22,Q1,Sunday,4.837556922,Product3,High,Growth Year
256,2011-01-31,2011,Jan,1,939,2976.63,3.17,3325,21080.5,6.34,1863,10097.46,5.42,1612,11493.56,7.13,7739,45648.15,Q1,Monday,5.898455873,Product2,Medium,Growth Year
257,2011-02-01,2011,Feb,2,7590,24060.3,3.17,1909,12103.06,6.34,3479,18856.18,5.42,960,6844.8,7.13,13938,61864.34,Q1,Tuesday,4.43853781,Product1,Medium,Growth Year
258,2011-02-02,2011,Feb,2,1914,6067.38,3.17,3478,22050.52,6.34,3420,18536.4,5.42,1373,9789.49,7.13,10185,56443.79,Q1,Wednesday,5.541854688,Product2,Medium,Growth Year
259,2011-02-03,2011,Feb,2,2559,8112.03,3.17,674,4273.16,6.34,5250,28455,5.42,1171,8349.23,7.13,9654,49189.42,Q1,Thursday,5.095237207,Product3,Medium,Growth Year
260,2011-02-04,2011,Feb,2,1887,5981.79,3.17,3763,23857.42,6.34,4099,22216.58,5.42,858,6117.54,7.13,10607,58173.33,Q1,Friday,5.484428208,Product2,Medium,Growth Year
261,2011-02-05,2011,Feb,2,4925,15612.25,3.17,3326,21086.84,6.34,3186,17268.12,5.42,1174,8370.62,7.13,12611,62337.83,Q1,Saturday,4.943131393,Product2,Medium,Growth Year
262,2011-02-06,2011,Feb,2,1814,5750.38,3.17,3589,22754.26,6.34,1183,6411.86,5.42,1581,11272.53,7.13,8167,46189.03,Q1,Sunday,5.655568752,Product2,Medium,Growth Year
263,2011-02-07,2011,Feb,2,513,1626.21,3.17,2802,17764.68,6.34,5147,27896.74,5.42,890,6345.7,7.13,9352,53633.33,Q1,Monday,5.734958298,Product3,Medium,Growth Year
264,2011-02-08,2011,Feb,2,2717,8612.89,3.17,496,3144.64,6.34,1777,9631.34,5.42,1875,13368.75,7.13,6865,34757.62,Q1,Tuesday,5.063018208,Product4,Low,Growth Year
265,2011-02-09,2011,Feb,2,3652,11576.84,3.17,2629,16667.86,6.34,1739,9425.38,5.42,1835,13083.55,7.13,9855,50753.63,Q1,Wednesday,5.150038559,Product2,Medium,Growth Year
266,2011-02-10,2011,Feb,2,3072,9738.24,3.17,762,4831.08,6.34,2218,12021.56,5.42,449,3201.37,7.13,6501,29792.25,Q1,Thursday,4.582718043,Product3,Low,Growth Year
267,2011-02-11,2011,Feb,2,1912,6061.04,3.17,2167,13738.78,6.34,5992,32476.64,5.42,891,6352.83,7.13,10962,58629.29,Q1,Friday,5.348411786,Product3,Medium,Growth Year
268,2011-02-12,2011,Feb,2,1003,3179.51,3.17,578,3664.52,6.34,1188,6438.96,5.42,1549,11044.37,7.13,4318,24327.36,Q1,Saturday,5.63394164,Product4,Low,Growth Year
269,2011-02-13,2011,Feb,2,7652,24256.84,3.17,1813,11494.42,6.34,4636,25127.12,5.42,990,7058.7,7.13,15091,67937.08,Q1,Sunday,4.501827579,Product3,Medium,Growth Year
270,2011-02-14,2011,Feb,2,1845,5848.65,3.17,799,5065.66,6.34,4669,25305.98,5.42,1012,7215.56,7.13,8325,43435.85,Q1,Monday,5.21751952,Product3,Medium,Growth Year
